#ID	Class	Mean	Median	stdev	Predicted_0.48
AT1G05380	0	0.4107559546749572	0.4107559546749572	0.018674711013162763	0
AT1G05600	1	0.707119768391907	0.707119768391907	0.009287189756801451	1
AT1G05610	0	0.5042001306954241	0.5042001306954241	0.12157230056510607	1
AT1G05640	0	0.42942315023256167	0.42942315023256167	0.025859388252304532	0
AT1G05660	0	0.4049490804280137	0.4049490804280137	0.06393322380617532	0
AT1G05830	0	0.44652616845959625	0.44652616845959625	0.00019484588304440834	0
AT1G06020	0	0.4281223594316773	0.4281223594316773	0.029367016309200134	0
AT1G06310	0	0.490856218555329	0.490856218555329	0.017066797590377242	1
AT1G06340	0	0.38596300900824115	0.38596300900824115	0.027938302850983966	0
AT1G06650	0	0.47480622240711645	0.47480622240711645	0.044340260702123546	0
AT1G06700	0	0.508577864848881	0.508577864848881	0.018913130183929167	1
AT1G06750	0	0.48855940154399113	0.48855940154399113	0.08128047423379778	1
AT1G07025	0	0.512851262405333	0.512851262405333	0.05672834836978585	1
AT1G07140	0	0.5663060209331376	0.5663060209331376	0.03629943092821971	1
AT1G07350	1	0.41712928644474606	0.41712928644474606	0.0012200859706848384	0
AT1G07430	1	0.5950710101083867	0.5950710101083867	0.05494750287066969	1
AT1G07470	0	0.6752918397470372	0.6752918397470372	0.024776831269904796	1
AT1G07615	1	0.5778978921234492	0.5778978921234492	0.09723521389915321	1
AT1G07728	0	0.47903160493867225	0.47903160493867225	0.09845029056864109	0
AT1G07810	0	0.5346448267342334	0.5346448267342334	0.02479587314018435	1
AT1G07840	0	0.3746175544760213	0.3746175544760213	0.017709754312514932	0
AT1G07850	0	0.504904881689963	0.504904881689963	0.04746143725360407	1
AT1G07860	0	0.6541672626804469	0.6541672626804469	0.00068396465538628	1
AT1G07920	0	0.599792059731679	0.599792059731679	0.0578889492002542	1
AT1G07930	0	0.35638203171640515	0.35638203171640515	0.07993267430828513	0
AT1G08010	0	0.4597998012470754	0.4597998012470754	0.020592099021718966	0
AT1G08050	1	0.4784762416182723	0.4784762416182723	0.11316279175406467	0
AT1G08060	0	0.29808902117213354	0.29808902117213354	0.03983878061251732	0
AT1G08135	0	0.23672609899295532	0.23672609899295532	0.061012429127920445	0
AT1G08310	1	0.6529393885866822	0.6529393885866822	0.00031511319101232787	1
AT1G08370	0	0.4735571804271119	0.4735571804271119	0.02519070488064831	0
AT1G08420	0	0.45355657118571646	0.45355657118571646	0.03011100786178654	0
AT1G08440	0	0.3927380606387559	0.3927380606387559	0.007570951747291602	0
AT1G08530	0	0.5732703775394601	0.5732703775394601	0.021546756435901517	1
AT1G08600	0	0.30004701004544365	0.30004701004544365	0.016891566379728357	0
AT1G08730	0	0.38771639866264285	0.38771639866264285	0.09020986819788383	0
AT1G08760	0	0.30552825212624257	0.30552825212624257	0.0008444428839269222	0
AT1G09040	0	0.37805117322548054	0.37805117322548054	0.043216557761214795	0
AT1G09157	0	0.40684980095117107	0.40684980095117107	0.0003810203631194798	0
AT1G09370	0	0.39351599188026487	0.39351599188026487	0.035321669427912136	0
AT1G09590	0	0.4749275254294601	0.4749275254294601	0.011442142839077053	0
AT1G09600	0	0.4412182976823053	0.4412182976823053	0.0005498672209911056	0
AT1G09610	0	0.31590073661574025	0.31590073661574025	0.061217235892858275	0
AT1G09645	0	0.6162037930028499	0.6162037930028499	0.064033484653042	1
AT1G09650	0	0.4114218243122189	0.4114218243122189	0.006248459397834468	0
AT1G09812	0	0.5927331429961564	0.5927331429961564	0.04450043590000841	1
AT1G09930	0	0.3859073965558344	0.3859073965558344	0.10209694387903731	0
AT1G10095	0	0.5958383417232669	0.5958383417232669	0.02488630316628792	1
AT1G10460	0	0.39068891862284777	0.39068891862284777	0.03383354155529534	0
AT1G10480	0	0.3574933307782074	0.3574933307782074	0.11931879819968494	0
AT1G10580	0	0.4662155282277299	0.4662155282277299	0.048767893468987966	0
AT1G10620	0	0.6687626073738139	0.6687626073738139	0.07051129576212788	1
AT1G10670	0	0.3202474943605317	0.3202474943605317	0.05777528413723962	0
AT1G10710	0	0.42702757555909543	0.42702757555909543	0.013465642645935952	0
AT1G10747	0	0.33618214921660244	0.33618214921660244	0.02158542148074552	0
AT1G10820	0	0.4013383747058211	0.4013383747058211	0.00043048654262863576	0
AT1G10865	0	0.6835641593993774	0.6835641593993774	0.039558096455021105	1
AT1G11160	0	0.3562391333633923	0.3562391333633923	0.05360193252518353	0
AT1G11360	0	0.5246412523803019	0.5246412523803019	0.04932547580907211	1
AT1G11655	0	0.5364859565831751	0.5364859565831751	0.05747099853023446	1
AT1G11755	0	0.5466375145671991	0.5466375145671991	0.00958617991344942	1
AT1G11770	0	0.2066466671007478	0.2066466671007478	0.010011000205564806	0
AT1G11990	0	0.46063317873444287	0.46063317873444287	0.017238888802839778	0
AT1G12040	0	0.684405775069463	0.684405775069463	0.008736148144339984	1
AT1G12060	0	0.5202535289803465	0.5202535289803465	0.0007227021518984032	1
AT1G12260	0	0.4830756458567072	0.4830756458567072	0.036438053379257526	1
AT1G12380	0	0.46094255922215516	0.46094255922215516	0.1708328385295101	0
AT1G12410	0	0.3087979024541895	0.3087979024541895	0.05212744413653166	0
AT1G12411	0	0.3157025789321902	0.3157025789321902	0.0287529816755501	0
AT1G12530	0	0.4086846765289742	0.4086846765289742	0.021758589269425727	0
AT1G12660	0	0.21941548773584707	0.21941548773584707	0.008452122926946417	0
AT1G12680	0	0.361932689876175	0.361932689876175	0.018031674089869228	0
AT1G12770	0	0.6141556455741825	0.6141556455741825	0.05331196118289838	1
AT1G12790	0	0.43902358795555396	0.43902358795555396	0.08800689051890277	0
AT1G12950	0	0.48624837277177513	0.48624837277177513	0.011899916835610947	1
AT1G13070	0	0.6108122816013559	0.6108122816013559	0.007243053374120483	1
AT1G13200	0	0.5540676523992937	0.5540676523992937	0.023747883705702962	1
AT1G13230	0	0.7252050404757406	0.7252050404757406	0.09694249940563095	1
AT1G13290	0	0.5917779609418459	0.5917779609418459	0.018496141626099097	1
AT1G13360	0	0.44163303926993347	0.44163303926993347	0.00390302840489522	0
AT1G13490	0	0.3304658962976692	0.3304658962976692	0.021039761255794945	0
AT1G13500	0	0.5029184197320254	0.5029184197320254	0.02693035151196839	1
AT1G13520	0	0.5504710253608811	0.5504710253608811	0.03190382677369278	1
AT1G13530	0	0.48006931321439716	0.48006931321439716	0.039338070705024715	1
AT1G13605	0	0.43418501574319424	0.43418501574319424	0.04427019122751344	0
AT1G13680	0	0.2474809017590172	0.2474809017590172	0.02150694584205412	0
AT1G13890	0	0.515929181172614	0.515929181172614	0.02111889461921911	1
AT1G14160	0	0.7491648238137782	0.7491648238137782	0.006803565670810729	1
AT1G14570	0	0.42412791193172933	0.42412791193172933	0.030862552703117607	0
AT1G14590	0	0.4627391354475716	0.4627391354475716	0.04424265408780368	0
AT1G14610	0	0.4961823390018621	0.4961823390018621	0.039331814359716645	1
AT1G14630	0	0.3428507338971781	0.3428507338971781	0.04511473327239469	0
AT1G14650	0	0.29295028229230746	0.29295028229230746	0.012933344361133407	0
AT1G14688	0	0.38400613635098685	0.38400613635098685	0.052467934945238236	0
AT1G14690	0	0.41059131565748685	0.41059131565748685	0.009966881741760688	0
AT1G14780	1	0.7024710999263104	0.7024710999263104	0.0022302162210725922	1
AT1G14890	1	0.5065140761364695	0.5065140761364695	0.03840986956316142	1
AT1G14910	0	0.3282096648013816	0.3282096648013816	0.013555676616377441	0
AT1G14960	0	0.22983781459778402	0.22983781459778402	0.0522142954816673	0
AT1G15200	0	0.5988361182333294	0.5988361182333294	0.04590699718272318	1
AT1G15370	0	0.5602344595504705	0.5602344595504705	0.028166438349909395	1
AT1G15510	1	0.5846400146955497	0.5846400146955497	0.017337917231502513	1
AT1G15620	0	0.3128783422971457	0.3128783422971457	0.028816073118552776	0
AT1G15770	0	0.3843781359064064	0.3843781359064064	0.006910962400681384	0
AT1G15960	1	0.6825187013359779	0.6825187013359779	0.008341096001410331	1
AT1G16120	0	0.4101830658073221	0.4101830658073221	0.05864871371817532	0
AT1G16160	0	0.41082412390140166	0.41082412390140166	0.07156628843709194	0
AT1G16230	0	0.4122809158766863	0.4122809158766863	0.06810826567081321	0
AT1G16445	0	0.3658498447643208	0.3658498447643208	0.013140300728759489	0
AT1G16705	1	0.5433340743935191	0.5433340743935191	0.005486861156230961	1
AT1G16710	0	0.7315962369470979	0.7315962369470979	0.04950026264954357	1
AT1G16770	0	0.5376147300159588	0.5376147300159588	0.09009210327604397	1
AT1G16916	0	0.40938443975020916	0.40938443975020916	0.05450066039996551	0
AT1G16940	0	0.43983061260656303	0.43983061260656303	0.009019189459368694	0
AT1G16950	0	0.39418152663070516	0.39418152663070516	0.011720690458884273	0
AT1G16960	0	0.3088541836828406	0.3088541836828406	0.001199559992935759	0
AT1G17010	0	0.33667539733444296	0.33667539733444296	0.04749290178468908	0
AT1G17040	0	0.4259940822296577	0.4259940822296577	0.04430280667119924	0
AT1G17300	0	0.5190921786449443	0.5190921786449443	0.01629751869493032	1
AT1G17345	0	0.37628319710589175	0.37628319710589175	0.01647118047029528	0
AT1G17440	0	0.5143251981749146	0.5143251981749146	0.003730783700028593	1
AT1G17470	0	0.5815671359735697	0.5815671359735697	0.0052968756318225625	1
AT1G17615	0	0.5753663754077053	0.5753663754077053	0.047764835999745923	1
AT1G17744	1	0.39301153418537005	0.39301153418537005	0.004860710872804781	0
AT1G17810	1	0.5286705927321567	0.5286705927321567	0.06873772210330854	1
AT1G17820	0	0.6917995130488608	0.6917995130488608	0.03501904310855785	1
AT1G17830	1	0.3104244485775931	0.3104244485775931	0.008271613239469061	0
AT1G17940	0	0.23764110247037584	0.23764110247037584	0.021215767745303878	0
AT1G17950	0	0.5687718281301082	0.5687718281301082	0.045677077152904	1
AT1G18050	0	0.46949061236567213	0.46949061236567213	0.03899519583751088	0
AT1G18335	0	0.2946110669844984	0.2946110669844984	0.00583675760366114	0
AT1G18510	0	0.4737204574199615	0.4737204574199615	0.0822734198744106	0
AT1G18520	0	0.5474623495712518	0.5474623495712518	0.11513149372503738	1
AT1G18760	0	0.40781566475972086	0.40781566475972086	0.06462285952698263	0
AT1G18780	0	0.42002288907292823	0.42002288907292823	0.12027447626020524	0
AT1G18800	1	0.4795940885334004	0.4795940885334004	0.005525854061439958	0
AT1G18950	0	0.4807688160789942	0.4807688160789942	0.059646924049804095	1
AT1G19260	0	0.5823370610567765	0.5823370610567765	0.028633324386173293	1
AT1G19390	0	0.4539178262959972	0.4539178262959972	0.048700529996979644	0
AT1G19460	0	0.5370139150175495	0.5370139150175495	0.009357041653598524	1
AT1G19500	0	0.5316811275046343	0.5316811275046343	0.08691681114755208	1
AT1G19600	1	0.666390574275102	0.666390574275102	0.04485611900377457	1
AT1G19630	1	0.710068011588466	0.710068011588466	0.041846868646684465	1
AT1G19780	0	0.43075814838596826	0.43075814838596826	0.015737925025325134	0
AT1G19990	0	0.5771981081685336	0.5771981081685336	0.011332745747159806	1
AT1G20130	0	0.3875793086683478	0.3875793086683478	0.045848173449188935	0
AT1G20140	0	0.6012615474830814	0.6012615474830814	0.004100221291852116	1
AT1G20320	0	0.42813116363932824	0.42813116363932824	0.12849682274443325	0
AT1G20500	0	0.4830343419270956	0.4830343419270956	0.06415198158444897	1
AT1G20520	0	0.5054325655164373	0.5054325655164373	0.0619163712545461	1
AT1G20530	0	0.5079088419442621	0.5079088419442621	0.01687279812704564	1
AT1G20570	1	0.510093005743412	0.510093005743412	0.04085578462382196	1
AT1G20690	0	0.21763024513196022	0.21763024513196022	0.026369696689612608	0
AT1G20700	0	0.40245559841705536	0.40245559841705536	0.04053716947166663	0
AT1G20710	0	0.42749044479727216	0.42749044479727216	0.07382306273016842	0
AT1G20735	0	0.4889334846771958	0.4889334846771958	0.024327813845619693	1
AT1G20790	0	0.2716633348862241	0.2716633348862241	0.025467664862042716	0
AT1G20816	0	0.4512622171811035	0.4512622171811035	0.008364283047635954	0
AT1G20823	1	0.2712230326339851	0.2712230326339851	0.03569046201794733	0
AT1G20860	0	0.41576621391732826	0.41576621391732826	0.06572725257606665	0
AT1G21150	0	0.6036045181146406	0.6036045181146406	0.013869592010246803	1
AT1G21327	0	0.4327545488914195	0.4327545488914195	0.022822660818106754	0
AT1G21360	0	0.3123388630016652	0.3123388630016652	0.013724884907839281	0
AT1G21510	0	0.6742966379877917	0.6742966379877917	0.06744281418304113	1
AT1G21528	0	0.5655175283110332	0.5655175283110332	0.12766536662447375	1
AT1G21620	0	0.7611085423480067	0.7611085423480067	0.017497209121052716	1
AT1G21695	0	0.4383997779584893	0.4383997779584893	0.023975960011696832	0
AT1G21970	0	0.2825186346126155	0.2825186346126155	0.03695288181515689	0
AT1G21990	0	0.3575648804843501	0.3575648804843501	0.001080060756236927	0
AT1G22065	0	0.4658813935941132	0.4658813935941132	0.031759301958553386	0
AT1G22150	0	0.4312482910524603	0.4312482910524603	0.03393095475267378	0
AT1G22250	0	0.3560426967237752	0.3560426967237752	0.03848682884225773	0
AT1G22300	0	0.4261312304536568	0.4261312304536568	0.011143622098864249	0
AT1G22350	0	0.34250761282489334	0.34250761282489334	0.005701794738178826	0
AT1G22403	0	0.3798592711648081	0.3798592711648081	0.10961414558819738	0
AT1G22460	0	0.4641659402788042	0.4641659402788042	0.018145822089668813	0
AT1G22480	1	0.545478130489701	0.545478130489701	0.013406197892660367	1
AT1G22670	0	0.34310524383096164	0.34310524383096164	0.025606689079182895	0
AT1G22750	0	0.5331029931254159	0.5331029931254159	0.03438951161824291	1
AT1G22882	0	0.48261920596425406	0.48261920596425406	0.0024680357669560724	1
AT1G22920	0	0.28918112761058834	0.28918112761058834	0.040303455517366395	0
AT1G23050	1	0.4811994828973556	0.4811994828973556	0.07711254792694267	1
AT1G23074	0	0.3652444188229087	0.3652444188229087	0.0022280793983297403	0
AT1G23170	0	0.5024629583057247	0.5024629583057247	0.008455713956176822	1
AT1G23210	0	0.27491244516400404	0.27491244516400404	0.002659933585624155	0
AT1G23240	0	0.4946191265760635	0.4946191265760635	0.06797236492880686	1
AT1G23260	0	0.313135883418589	0.313135883418589	0.0029401843519520016	0
AT1G23510	0	0.4715235412505582	0.4715235412505582	0.05284036926800351	0
AT1G23570	0	0.39421646434379415	0.39421646434379415	0.07148253322346024	0
AT1G23600	0	0.3876688970730473	0.3876688970730473	0.0349107185265098	0
AT1G23690	0	0.4427213046742809	0.4427213046742809	0.022763096855819683	0
AT1G23770	0	0.6959767980560125	0.6959767980560125	0.011637036370115678	1
AT1G23910	0	0.2660424732538062	0.2660424732538062	0.05437656754435712	0
AT1G23950	0	0.359476891649337	0.359476891649337	0.08719258832456737	0
AT1G24000	0	0.27688246597438737	0.27688246597438737	0.04601110407388015	0
AT1G24010	0	0.4305329212561624	0.4305329212561624	0.06707461789542521	0
AT1G24130	0	0.5518316537084802	0.5518316537084802	0.02985392686834393	1
AT1G24148	0	0.3205205731549595	0.3205205731549595	0.03296969956427207	0
AT1G24160	0	0.37019914297349377	0.37019914297349377	0.0038905701833564814	0
AT1G24190	0	0.5579992517659782	0.5579992517659782	0.06518425510219027	1
AT1G24250	0	0.42645808169270893	0.42645808169270893	0.010538488188977109	0
AT1G24300	0	0.44467867306369113	0.44467867306369113	0.0199466588922747	0
AT1G24420	0	0.42711782152237676	0.42711782152237676	0.0306964505115143	0
AT1G24560	0	0.2298225380214728	0.2298225380214728	0.0066014819307383685	0
AT1G24570	0	0.3768909183950399	0.3768909183950399	0.06625543576945755	0
AT1G24580	1	0.7430236670931499	0.7430236670931499	0.058306813145641706	1
AT1G24590	0	0.5848590286634728	0.5848590286634728	0.03153656985350973	1
AT1G24800	0	0.4273094105570522	0.4273094105570522	0.090900967257379	0
AT1G24807	0	0.424056653008963	0.424056653008963	0.014408746613682211	0
AT1G24880	0	0.36354337653299884	0.36354337653299884	0.001794062250106515	0
AT1G24881	0	0.4273094105570522	0.4273094105570522	0.090900967257379	0
AT1G24909	0	0.424056653008963	0.424056653008963	0.014408746613682211	0
AT1G25055	0	0.482646032849782	0.482646032849782	0.09025598025293331	1
AT1G25098	0	0.36354337653299884	0.36354337653299884	0.001794062250106515	0
AT1G25150	0	0.4265013189026471	0.4265013189026471	0.028738718336209702	0
AT1G25211	0	0.3693206576079898	0.3693206576079898	0.10960438504457627	0
AT1G25988	0	0.5198869324015513	0.5198869324015513	0.024154824163668376	1
AT1G26110	0	0.4597102760376218	0.4597102760376218	0.00981879261318557	0
AT1G26240	0	0.31592853762396556	0.31592853762396556	0.005813085892045168	0
AT1G26350	0	0.45660531992627296	0.45660531992627296	0.007035576820650128	0
AT1G26355	0	0.6043806689672433	0.6043806689672433	0.01382884477634564	1
AT1G26370	0	0.2741212824569785	0.2741212824569785	0.04205605356055462	0
AT1G26520	0	0.4044766544039386	0.4044766544039386	0.05869985858025548	0
AT1G26530	0	0.6397561304822064	0.6397561304822064	0.06058821578928421	1
AT1G26590	0	0.4870946587298882	0.4870946587298882	0.001113666378108553	1
AT1G26610	0	0.3426044426608229	0.3426044426608229	0.004432456410320561	0
AT1G26630	0	0.27859012847793807	0.27859012847793807	0.017246425754091615	0
AT1G26680	0	0.35109524055758157	0.35109524055758157	0.06519865649901829	0
AT1G26700	0	0.3221234913616441	0.3221234913616441	0.03768198162440542	0
AT1G26870	0	0.4903989996021384	0.4903989996021384	0.10471326111376733	1
AT1G27160	0	0.33633202556829145	0.33633202556829145	0.00372561011640485	0
AT1G27180	0	0.549366651339297	0.549366651339297	0.09370668816223597	1
AT1G27213	0	0.3904951294631022	0.3904951294631022	0.06378910545817164	0
AT1G27220	0	0.2960143388364762	0.2960143388364762	0.01749259992997163	0
AT1G27260	0	0.3744896907837314	0.3744896907837314	0.020006769167040916	0
AT1G27280	0	0.4050189046943343	0.4050189046943343	0.00843368111331568	0
AT1G27380	0	0.48455222407605225	0.48455222407605225	0.0010624394372843531	1
AT1G27420	1	0.4392531673719986	0.4392531673719986	0.02664250964554627	0
AT1G27430	0	0.5291248508784808	0.5291248508784808	0.07099660080306815	1
AT1G27461	0	0.6586912600920136	0.6586912600920136	0.0287603289804887	1
AT1G27530	0	0.39646920507498695	0.39646920507498695	0.10303383444133116	0
AT1G27540	0	0.28402088664722136	0.28402088664722136	0.0036990696092336368	0
AT1G27595	0	0.5642823182991585	0.5642823182991585	0.05096220785110235	1
AT1G27695	0	0.5309966088022507	0.5309966088022507	0.0037070636112487058	1
AT1G27750	0	0.4541918238209144	0.4541918238209144	0.0017435402079512355	0
AT1G27752	0	0.32284123191294767	0.32284123191294767	0.09452856178501619	0
AT1G27840	0	0.6876188977957487	0.6876188977957487	0.055579337964748246	1
AT1G27860	0	0.30192828983749376	0.30192828983749376	0.0307436821842038	0
AT1G28080	0	0.5828327111405278	0.5828327111405278	0.031721535905166576	1
AT1G28090	0	0.40409545675944886	0.40409545675944886	0.05656512663780208	0
AT1G28120	0	0.22948112341323795	0.22948112341323795	0.014198541761897943	0
AT1G28135	0	0.49683850949834807	0.49683850949834807	0.07496077790558918	1
AT1G28250	0	0.3437294725730864	0.3437294725730864	0.014267587652740863	0
AT1G28300	0	0.5615018791180602	0.5615018791180602	0.04464730523989815	1
AT1G28310	0	0.43170504387113084	0.43170504387113084	0.0009582521994659329	0
AT1G28327	0	0.415271358813202	0.415271358813202	0.03213149453223782	0
AT1G28350	0	0.5132841954552416	0.5132841954552416	0.030940586254941366	1
AT1G28430	1	0.41267980257670667	0.41267980257670667	0.09360760465910842	0
AT1G28460	0	0.3704425956198436	0.3704425956198436	0.02206161297889869	0
AT1G28500	0	0.2798804835926474	0.2798804835926474	0.052009542013984084	0
AT1G28630	0	0.24039905517428722	0.24039905517428722	0.015479976017622334	0
AT1G28640	0	0.6455445201444227	0.6455445201444227	0.029379670286130467	1
AT1G29010	0	0.38848910327592767	0.38848910327592767	0.024351728288048585	0
AT1G29020	0	0.628670861914685	0.628670861914685	0.0010224290196808965	1
AT1G29170	0	0.47071870902481294	0.47071870902481294	0.011703975648112565	0
AT1G29330	1	0.7580006473900522	0.7580006473900522	0.03196586066786195	1
AT1G29550	0	0.2779971494468081	0.2779971494468081	0.009026052665418907	0
AT1G29630	0	0.5113605684874836	0.5113605684874836	0.003726759928188344	1
AT1G29730	0	0.5171426397265195	0.5171426397265195	0.03774420125791686	1
AT1G29770	0	0.2830617498524488	0.2830617498524488	0.015123861076487752	0
AT1G29930	0	0.5034182567925164	0.5034182567925164	0.018661522134253504	1
AT1G29960	0	0.42434638875491637	0.42434638875491637	0.03432232380624557	0
AT1G29965	0	0.47228609392550697	0.47228609392550697	0.008874937939212216	0
AT1G30050	0	0.570508837747528	0.570508837747528	0.010133256764149976	1
AT1G30070	1	0.5848201164819485	0.5848201164819485	0.018853888995619243	1
AT1G30100	0	0.5065573148145964	0.5065573148145964	0.0208183657481867	1
AT1G30140	0	0.31782893041809707	0.31782893041809707	0.007112274357169018	0
AT1G30230	0	0.29136915141017466	0.29136915141017466	0.0018225415699821405	0
AT1G30320	0	0.497116065905417	0.497116065905417	0.014216174663368907	1
AT1G30350	0	0.3560778740764047	0.3560778740764047	0.02104288703918651	0
AT1G30410	0	0.5319465534701787	0.5319465534701787	0.024652566776902002	1
AT1G30450	0	0.6549308664156039	0.6549308664156039	0.03762921294487554	1
AT1G30473	0	0.46179330199401736	0.46179330199401736	0.016948590161924054	0
AT1G30590	0	0.5377532209463544	0.5377532209463544	0.034362678631526894	1
AT1G30650	0	0.3319547735719679	0.3319547735719679	0.008811079148776473	0
AT1G30660	0	0.6476027735447335	0.6476027735447335	0.014211327288952802	1
AT1G30740	0	0.47597735259803053	0.47597735259803053	0.032783080360072644	0
AT1G30790	0	0.5021719627480976	0.5021719627480976	0.0006805614275407593	1
AT1G30795	0	0.4993745910811377	0.4993745910811377	0.17004410568259568	1
AT1G30800	0	0.5524321440668973	0.5524321440668973	0.09575017108131144	1
AT1G30810	0	0.5667278546250858	0.5667278546250858	0.03433249854069066	1
AT1G30845	0	0.47872595872656387	0.47872595872656387	0.03911998892248201	0
AT1G30925	0	0.5459191811037496	0.5459191811037496	0.034178209255498256	1
AT1G30940	0	0.3179078189386192	0.3179078189386192	0.060390967756596116	0
AT1G31050	0	0.5993537547375987	0.5993537547375987	0.11534107753937027	1
AT1G31175	0	0.6235973862265798	0.6235973862265798	0.04589579093594214	1
AT1G31340	0	0.439285473137904	0.439285473137904	0.10638464174516273	0
AT1G31400	0	0.4628182249724858	0.4628182249724858	0.12323806683357488	0
AT1G31450	0	0.4332594207427326	0.4332594207427326	0.033857653592592615	0
AT1G31530	0	0.33704909099256586	0.33704909099256586	0.07097925107161399	0
AT1G31540	0	0.45796887510216167	0.45796887510216167	0.07321383783170231	0
AT1G31720	0	0.23605566279911072	0.23605566279911072	0.02915427284731073	0
AT1G31740	0	0.49256279717305806	0.49256279717305806	0.03687013422302565	1
AT1G31780	0	0.5802222719302399	0.5802222719302399	0.04099234526782692	1
AT1G31940	0	0.5768106020770005	0.5768106020770005	0.08831857176107552	1
AT1G32130	0	0.5649964491712715	0.5649964491712715	0.006989285274659682	1
AT1G32190	1	0.5815643507130528	0.5815643507130528	0.08661711506746378	1
AT1G32250	0	0.4182777359608794	0.4182777359608794	0.022182371327184078	0
AT1G32360	0	0.31965763583784096	0.31965763583784096	0.02126473491194296	0
AT1G32415	0	0.5496847054489031	0.5496847054489031	0.001433364825465554	1
AT1G32430	0	0.32964584606211367	0.32964584606211367	0.028239455809259913	0
AT1G32490	0	0.5663624275107797	0.5663624275107797	0.003022496993292623	1
AT1G32670	0	0.5515321921724861	0.5515321921724861	0.04382032079910059	1
AT1G32710	0	0.5978138287007193	0.5978138287007193	0.07056911390881289	1
AT1G32770	0	0.48914555334802456	0.48914555334802456	0.009537570976652638	1
AT1G32850	0	0.6198339455336463	0.6198339455336463	0.034342198669393496	1
AT1G32880	0	0.4422246072536558	0.4422246072536558	0.012435779187367709	0
AT1G32928	0	0.2969668677999333	0.2969668677999333	0.08533155360190674	0
AT1G33070	0	0.4335915960306048	0.4335915960306048	0.06863203752409891	0
